id,name,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft
1655,Iaşi Airport,IAS,LRIA,47.17850112915039,27.6205997467041,397
1656,Oradea International Airport,OMR,LROD,47.025299072265625,21.90250015258789,465
1657,Henri Coandă International Airport,OTP,LROP,44.5711111,26.085,314
1658,Sibiu International Airport,SBZ,LRSB,45.78559875488281,24.09129905700684,1496
1659,Satu Mare Airport,SUJ,LRSM,47.70330047607422,22.88570022583008,405
1662,Transilvania Târgu Mureş International Airport,TGM,LRTM,46.46770095825195,24.412500381469727,963
1663,Timişoara Traian Vuia Airport,TSR,LRTR,45.80989837646485,21.337900161743164,348
1665,Geneva Cointrin International Airport,GVA,LSGG,46.23809814453125,6.108950138092041,1411
1675,Lugano Airport,LUG,LSZA,46.00429916379999,8.9105796814,915
1676,Bern Belp Airport,BRN,LSZB,46.914100647,7.497149944309999,1674
1678,Zürich Airport,ZRH,LSZH,47.464699,8.54917,1416
1679,St Gallen Altenrhein Airport,ACH,LSZR,47.4850006104,9.560770034789998,1306
1682,Esenboğa International Airport,ESB,LTAC,40.1281013489,32.995098114,3125
1685,Adana Airport,ADA,LTAF,36.9822006226,35.2803993225,65
1688,Antalya International Airport,AYT,LTAI,36.898701,30.800501,177
1689,Gaziantep International Airport,GZT,LTAJ,36.9472007751,37.4786987305,2315
1691,Konya Airport,KYA,LTAN,37.979,32.561901,3392
1693,Amasya Merzifon Airport,MZH,LTAP,40.829399,35.521999,1758
1694,Sivas Nuri Demirağ Airport,VAS,LTAR,39.813801,36.9035,5239
1695,Malatya Erhaç Airport,MLX,LTAT,38.4352989197,38.0909996033,2828
1696,Kayseri Erkilet Airport,ASR,LTAU,38.770401001,35.4953994751,3463
1699,Çardak Airport,DNZ,LTAY,37.7855987549,29.7012996674,2795
1706,Adnan Menderes International Airport,ADB,LTBJ,38.2924003601,27.156999588,412
1713,Cengiz Topel Airport,KCO,LTBQ,40.73500061035156,30.08329963684082,182
1715,Dalaman International Airport,DLM,LTBS,36.7131004333,28.7924995422,20
1721,Elazığ Airport,EZS,LTCA,38.6068992615,39.2914009094,2927
1722,Diyarbakir Airport,DIY,LTCC,37.893901825,40.2010002136,2251
1723,Erzincan Airport,ERC,LTCD,39.7102012634,39.5270004272,3783
1724,Erzurum International Airport,ERZ,LTCE,39.9565010071,41.17020034789999,5763
1726,Trabzon International Airport,TZX,LTCG,40.99509811401367,39.78969955444336,104
1728,Van Ferit Melen Airport,VAN,LTCI,38.46820068359375,43.332298278808594,5480
1729,Batman Airport,BAL,LTCJ,37.9290008545,41.1166000366,1822
1735,Chişinău International Airport,KIV,LUKK,46.92770004272461,28.93099975585937,399
1737,Skopje Alexander the Great Airport,SKP,LWSK,41.961601,21.621401,781
1738,Gibraltar Airport,GIB,LXGB,36.1511993408,-5.3496599197400005,15
1739,Belgrade Nikola Tesla Airport,BEG,LYBE,44.8184013367,20.3090991974,335
1741,Podgorica Airport,TGD,LYPG,42.359402,19.2519,141
1742,Priština International Airport,PRN,BKPR,42.5728,21.035801,1789
1743,Tivat Airport,TIV,LYTV,42.40470123291016,18.72330093383789,20
1745,M. R. Štefánik Airport,BTS,LZIB,48.17020034790039,17.21269989013672,436
1746,Košice Airport,KSC,LZKZ,48.66310119628906,21.241100311279297,755
1754,Providenciales Airport,PLS,MBPV,21.77359962463379,-72.26589965820312,15
1755,South Caicos Airport,XSC,MBSC,21.5156993866,-71.528503418,6
1759,Casa De Campo International Airport,LRM,MDLR,18.45070075988769,-68.91179656982422,240
1760,Punta Cana International Airport,PUJ,MDPC,18.5673999786,-68.36340332030001,47
1761,Gregorio Luperon International Airport,POP,MDPP,19.75790023803711,-70.56999969482422,15
1762,Las Américas International Airport,SDQ,MDSD,18.42970085144,-69.668899536133,59
1764,Cibao International Airport,STI,MDST,19.406099319458008,-70.60469818115234,565
1767,La Aurora Airport,GUA,MGGT,14.5833,-90.527496,4952
1771,Goloson International Airport,LCE,MHLC,15.7425,-86.852997,39
1772,Ramón Villeda Morales International Airport,SAP,MHLM,15.4526,-87.923599,91
1773,La Laguna Airport,GJA,MHNJ,16.4454,-85.906601,49
1774,Juan Manuel Galvez International Airport,RTB,MHRO,16.316799,-86.523003,39
1776,Toncontín International Airport,TGU,MHTG,14.06089973449707,-87.21720123291016,3294
1779,Norman Manley International Airport,KIN,MKJP,17.935699462890625,-76.7874984741211,10
1780,Sangster International Airport,MBJ,MKJS,18.503700256347656,-77.91339874267578,4
1783,General Juan N Alvarez International Airport,ACA,MMAA,16.757099151611328,-99.75399780273438,16
1785,Jesús Terán Paredo International Airport,AGU,MMAS,21.705601,-102.318001,6112
1786,Bahías de Huatulco International Airport,HUX,MMBT,15.7753,-96.262604,464
1789,Ciudad del Carmen International Airport,CME,MMCE,18.65369987487793,-91.79900360107422,10
1792,Bachigualato Federal International Airport,CUL,MMCL,24.7644996643,-107.474998474,108
1793,Chetumal International Airport,CTM,MMCM,18.50469970703125,-88.32679748535156,39
1794,Ciudad Obregón International Airport,CEN,MMCN,27.39259910583496,-109.83300018310548,243
1795,Ingeniero Alberto Acuña Ongay International Airport,CPE,MMCP,19.816799163800003,-90.5002975464,34
1796,Abraham González International Airport,CJS,MMCS,31.63610076904297,-106.4290008544922,3904
1797,General Roberto Fierro Villalobos International Airport,CUU,MMCU,28.702899932900003,-105.964996338,4462
1798,General Pedro Jose Mendez International Airport,CVM,MMCV,23.7033004761,-98.9564971924,761
1800,Cozumel International Airport,CZM,MMCZ,20.52239990234375,-86.92559814453125,15
1801,General Guadalupe Victoria International Airport,DGO,MMDO,24.1242008209,-104.527999878,6104
1802,Amado Nervo National Airport,TPQ,MMEP,21.4195,-104.843002,3020
1804,Don Miguel Hidalgo Y Costilla International Airport,GDL,MMGL,20.52179908752441,-103.31099700927734,5016
1807,General Ignacio P. Garcia International Airport,HMO,MMHO,29.095899581900003,-111.047996521,627
1808,Licenciado Miguel de la Madrid Airport,CLQ,MMIA,19.277,-103.577002,2467
1810,Plan De Guadalupe International Airport,SLW,MMIO,25.54949951171875,-100.9290008544922,4778
1813,Lázaro Cárdenas Airport,LZC,MMLC,18.0016994476,-102.221000671,39
1814,Valle del Fuerte International Airport,LMM,MMLM,25.6851997375,-109.081001282,16
1815,Del Bajío International Airport,BJX,MMLO,20.9935,-101.481003,5956
1816,Manuel Márquez de León International Airport,LAP,MMLP,24.0727005005,-110.361999512,69
1817,Loreto International Airport,LTO,MMLT,25.989200592041016,-111.3479995727539,34
1818,General Servando Canales International Airport,MAM,MMMA,25.7698993683,-97.5252990723,25
1819,Licenciado Manuel Crescencio Rejon Int Airport,MID,MMMD,20.9370002747,-89.657699585,38
1820,General Rodolfo Sánchez Taboada International Airport,MXL,MMML,32.6306,-115.241997,74
1821,General Francisco J. Mujica International Airport,MLM,MMMM,19.849899292,-101.025001526,6033
1822,Minatitlán/Coatzacoalcos National Airport,MTT,MMMT,18.1033992767,-94.5807037354,36
1824,Licenciado Benito Juarez International Airport,MEX,MMMX,19.4363,-99.072098,7316
1825,General Mariano Escobedo International Airport,MTY,MMMY,25.7784996033,-100.107002258,1278
1826,General Rafael Buelna International Airport,MZT,MMMZ,23.1613998413,-106.26599884,38
1828,Quetzalcóatl International Airport,NLD,MMNL,27.4438991547,-99.5705032349,484
1829,Xoxocotlán International Airport,OAX,MMOX,16.9999008179,-96.726600647,4989
1830,El Tajín National Airport,PAZ,MMPA,20.6026992798,-97.4608001709,497
1831,Hermanos Serdán International Airport,PBC,MMPB,19.1581001282,-98.3713989258,7361
1834,Piedras Negras International Airport,PDS,MMPG,28.627399,-100.535004,901
1835,Licenciado y General Ignacio Lopez Rayon Airport,UPN,MMPN,19.396699905395508,-102.03900146484376,5258
1836,Licenciado Gustavo Díaz Ordaz International Airport,PVR,MMPR,20.680099487304688,-105.25399780273438,23
1837,Puerto Escondido International Airport,PXM,MMPS,15.8769,-97.089103,294
1838,Querétaro Intercontinental Airport,QRO,MMQT,20.6173,-100.185997,6296
1839,General Lucio Blanco International Airport,REX,MMRX,26.0089,-98.2285,139
1840,Los Cabos International Airport,SJD,MMSD,23.15180015563965,-109.72100067138672,374
1842,Ponciano Arriaga International Airport,SLP,MMSP,22.254299163800003,-100.930999756,6035
1845,Francisco Sarabia International Airport,TRC,MMTC,25.5683002472,-103.411003113,3688
1846,Angel Albino Corzo International Airport,TGZ,MMTG,16.5636005402,-93.0224990845,1499
1847,General Abelardo L. Rodríguez International Airport,TIJ,MMTJ,32.541099548339844,-116.97000122070312,489
1848,General Francisco Javier Mina International Airport,TAM,MMTM,22.2964000702,-97.8658981323,80
1850,Licenciado Adolfo Lopez Mateos International Airport,TLC,MMTO,19.3370990753,-99.56600189210002,8466
1851,Tapachula International Airport,TAP,MMTP,14.7943000793,-92.3700027466,97
1852,Cancún International Airport,CUN,MMUN,21.036500930800003,-86.8770980835,22
1853,Carlos Rovirosa Pérez International Airport,VSA,MMVA,17.996999740600586,-92.81739807128906,46
1854,General Heriberto Jara International Airport,VER,MMVR,19.1459007263,-96.1873016357,90
1855,General Leobardo C. Ruiz International Airport,ZCL,MMZC,22.8971004486,-102.68699646,7141
1856,Ixtapa Zihuatanejo International Airport,ZIH,MMZH,17.601600647,-101.460998535,26
1858,Playa De Oro International Airport,ZLO,MMZO,19.1448001862,-104.558998108,30
1863,Augusto C. Sandino (Managua) International Airport,MGA,MNMG,12.14150047302246,-86.16819763183594,194
1865,Bocas Del Toro International Airport,BOC,MPBO,9.340849876403809,-82.25080108642578,10
1866,Cap Manuel Niño International Airport,CHX,MPCH,9.458962,-82.515062,19
1867,Enrique Malek International Airport,DAV,MPDA,8.390999794006348,-82.43499755859375,89
1869,Marcos A. Gelabert International Airport,PAC,MPMG,8.973340034484863,-79.55560302734375,31
1871,Tocumen International Airport,PTY,MPTO,9.0713596344,-79.3834991455,135
1879,Golfito Airport,GLF,MRGF,8.654009819030762,-83.18219757080078,49
1881,Daniel Oduber Quiros International Airport,LIR,MRLB,10.5933,-85.544403,270
1884,Nosara Airport,NOB,MRNS,9.97649002075,-85.65299987790002,33
1885,Juan Santamaria International Airport,SJO,MROC,9.993860244750977,-84.20880126953125,3021
1887,Palmar Sur Airport,PMZ,MRPM,8.951029777526855,-83.46859741210938,49
1889,Quepos Managua Airport,XQP,MRQP,9.443160057067873,-84.12979888916016,85
1892,Monseñor Óscar Arnulfo Romero International Airport,SAL,MSLP,13.4409,-89.055702,101
1895,Cap Haitien International Airport,CAP,MTCH,19.733,-72.194702,10
1897,Toussaint Louverture International Airport,PAP,MTPP,18.57999992370605,-72.2925033569336,122
1901,Jardines Del Rey Airport,CCC,MUCC,22.4610004425,-78.32839965820001,13
1903,Vilo Acuña International Airport,CYO,MUCL,21.6165008545,-81.5459976196,10
1904,Ignacio Agramonte International Airport,CMW,MUCM,21.420299530029297,-77.84750366210938,413
1905,Antonio Maceo International Airport,SCU,MUCU,19.96980094909668,-75.83540344238281,249
1908,Mariana Grajales Airport,GAO,MUGT,20.08530044555664,-75.1583023071289,56
1909,José Martí International Airport,HAV,MUHA,22.989200592041016,-82.40910339355469,210
1910,Frank Pais International Airport,HOG,MUHG,20.785600662231445,-76.31510162353516,361
1918,Abel Santamaria Airport,SNU,MUSC,22.49220085144043,-79.943603515625,338
1923,Juan Gualberto Gomez International Airport,VRA,MUVR,23.034400939941406,-81.435302734375,210
1925,Gerrard Smith International Airport,CYB,MWCB,19.687000274658203,-79.88279724121094,8
1926,Owen Roberts International Airport,GCM,MWCR,19.2928009033,-81.3576965332,8
1930,Leonard M Thompson International Airport,MHH,MYAM,26.5114,-77.083503,6
1932,Spring Point Airport,AXP,MYAP,22.441799163800003,-73.97090148930002,11
1934,Treasure Cay Airport,TCB,MYAT,26.745300293,-77.3912963867,8
1937,South Bimini Airport,BIM,MYBS,25.6998996735,-79.2647018433,10
1941,Exuma International Airport,GGT,MYEF,23.5625991821,-75.8779983521,9
1943,North Eleuthera Airport,ELH,MYEH,25.474899292,-76.6835021973,13
1944,Governor's Harbour Airport,GHB,MYEM,25.2847003937,-76.3310012817,26
1946,Rock Sound Airport,RSD,MYER,24.8950787333,-76.1768817902,10
1948,Grand Bahama International Airport,FPO,MYGF,26.5587005615,-78.695602417,7
1949,Inagua Airport,IGA,MYIG,20.975000381469727,-73.66690063476562,8
1950,Deadman's Cay Airport,LGI,MYLD,23.1790008545,-75.09359741210001,9
1951,Stella Maris Airport,SML,MYLS,23.582317,-75.268621,10
1952,Mayaguana Airport,MYG,MYMM,22.379499,-73.013494,11
1953,Lynden Pindling International Airport,NAS,MYNN,25.0389995575,-77.46620178219999,16
1955,Rum Cay Airport,RCY,MYRP,23.68440055847168,-74.83619689941406,15
1956,San Salvador Airport,ZSA,MYSM,24.06329917907715,-74.52400207519531,24
1957,Philip S. W. Goldson International Airport,BZE,MZBZ,17.539100646972656,-88.30819702148438,15
1958,Aitutaki Airport,AIT,NCAI,-18.830900192260746,-159.76400756835938,14
1959,Rarotonga International Airport,RAR,NCRG,-21.2026996613,-159.805999756,19
1960,Nadi International Airport,NAN,NFFN,-17.755399703979492,177.4429931640625,59
1961,Nausori International Airport,SUV,NFNA,-18.04330062866211,178.5590057373047,17
1963,Fua'amotu International Airport,TBU,NFTF,-21.241199493408203,-175.14999389648438,126
1965,Bonriki International Airport,TRW,NGTA,1.3816399574279783,173.14700317382812,9
1968,Hihifo Airport,WLS,NLWW,-13.2383003235,-176.199005127,79
1969,Faleolo International Airport,APW,NSFA,-13.829999923706056,-172.00799560546875,58
1970,Pago Pago International Airport,PPG,NSTU,-14.3310003281,-170.710006714,32
1971,Rurutu Airport,RUR,NTAR,-22.43409919738769,-151.36099243164062,18
1972,Tubuai Airport,TUB,NTAT,-23.36540031433105,-149.5240020751953,7
1975,Tikehau Airport,TIH,NTGC,-15.119600296020508,-148.2310028076172,6
1977,Fakarava Airport,FAV,NTGF,-16.054100036621094,-145.65699768066406,13
1978,Manihi Airport,XMH,NTGI,-14.436800003051758,-146.07000732421875,14
1979,Totegegie Airport,GMR,NTGJ,-23.07990074157715,-134.88999938964844,7
1980,Kaukura Airport,KKR,NTGK,-15.663299560546877,-146.88499450683594,11
1981,Makemo Airport,MKP,NTGM,-16.583900451660156,-143.6580047607422,3
1983,Takapoto Airport,TKP,NTGT,-14.709500312805176,-145.24600219726562,12
1984,Arutua Airport,AXR,NTGU,-15.248299598693848,-146.61700439453125,9
1985,Mataiva Airport,MVT,NTGV,-14.8681001663208,-148.7169952392578,11
1986,Takaroa Airport,TKX,NTKR,-14.45580005645752,-145.02499389648438,13
1987,Nuku Hiva Airport,NHV,NTMD,-8.795599937438965,-140.22900390625,220
1989,Bora Bora Airport,BOB,NTTB,-16.444400787353516,-151.75100708007812,10
1990,Rangiroa Airport,RGI,NTTG,-14.954299926757812,-147.66099548339844,10
1991,Huahine-Fare Airport,HUH,NTTH,-16.68720054626465,-151.02200317382812,7
1992,Moorea Airport,MOZ,NTTM,-17.49,-149.761993,9
1993,Hao Airport,HOI,NTTO,-18.074800491333008,-140.9459991455078,10
1994,Maupiti Airport,MAU,NTTP,-16.42650032043457,-152.24400329589844,15
1995,Raiatea Airport,RFP,NTTR,-16.7229,-151.466003,3
1997,Bauerfield International Airport,VLI,NVVV,-17.699300765991,168.32000732422,70
1998,Koné Airport,KNQ,NWWD,-21.05430030822754,164.83700561523438,23
1999,Koumac Airport,KOC,NWWK,-20.546300888061523,164.25599670410156,42
2000,Lifou Airport,LIF,NWWL,-20.774799346923828,167.24000549316406,92
2001,Nouméa Magenta Airport,GEA,NWWM,-22.25830078125,166.47300720214844,10
2002,Maré Airport,MEE,NWWR,-21.4817008972168,168.03799438476562,141
2003,Touho Airport,TOU,NWWU,-20.790000915527344,165.25900268554688,10
2004,Ouvéa Airport,UVE,NWWV,-20.640600204467773,166.572998046875,23
2005,La Tontouta International Airport,NOU,NWWW,-22.01460075378418,166.21299743652344,52
2006,Auckland International Airport,AKL,NZAA,-37.0080986023,174.792007446,23
2007,Taupo Airport,TUO,NZAP,-38.73970031738281,176.08399963378906,1335
2009,Christchurch International Airport,CHC,NZCH,-43.48939895629883,172.53199768066406,123
2011,Dunedin Airport,DUD,NZDN,-45.9281005859375,170.197998046875,4
2012,Gisborne Airport,GIS,NZGS,-38.66329956054688,177.97799682617188,15
2014,Hokitika Airfield,HKK,NZHK,-42.713600158691406,170.98500061035156,146
2015,Hamilton International Airport,HLZ,NZHN,-37.8666992188,175.332000732,172
2017,Kerikeri Airport,KKE,NZKK,-35.26279830932617,173.91200256347656,492
2018,Kaitaia Airport,KAT,NZKT,-35.06999969482422,173.28500366210938,270
2023,New Plymouth Airport,NPL,NZNP,-39.00859832763672,174.1790008544922,97
2024,Nelson Airport,NSN,NZNS,-41.298301696777344,173.2209930419922,17
2025,Invercargill Airport,IVC,NZNV,-46.41239929199219,168.31300354003906,5
2028,Palmerston North Airport,PMR,NZPM,-40.32059860229492,175.61700439453125,151
2029,Paraparaumu Airport,PPQ,NZPP,-40.90470123291016,174.98899841308594,22
2030,Queenstown International Airport,ZQN,NZQN,-45.0210990906,168.738998413,1171
2031,Rotorua Regional Airport,ROT,NZRO,-38.10919952392578,176.31700134277344,935
2034,Tauranga Airport,TRG,NZTG,-37.67190170288086,176.1959991455078,13
2035,Timaru Airport,TIU,NZTU,-44.30279922485352,171.22500610351562,89
2037,Woodbourne Airport,BHE,NZWB,-41.5182991027832,173.8699951171875,109
2041,Whakatane Airport,WHK,NZWK,-37.92060089111328,176.91400146484375,20
2042,Wellington International Airport,WLG,NZWN,-41.3272018433,174.804992676,41
2045,Whangarei Airport,WRE,NZWR,-35.7682991027832,174.36500549316406,133
2046,Westport Airport,WSZ,NZWS,-41.73809814453125,171.58099365234375,13
2047,Wanganui Airport,WAG,NZWU,-39.96220016479492,175.02499389648438,27
2048,Herat Airport,HEA,OAHR,34.209999084472656,62.22829818725586,3206
2050,Hamid Karzai International Airport,KBL,OAKB,34.565899,69.212303,5877
2051,Kandahar Airport,KDH,OAKN,31.505800247192383,65.8478012084961,3337
2053,Mazar I Sharif Airport,MZR,OAMS,36.70690155029297,67.20970153808594,1284
2057,Bahrain International Airport,BAH,OBBI,26.27079963684082,50.63359832763672,6
2059,Abha Regional Airport,AHB,OEAB,18.2404003143,42.65660095210001,6858
2060,Al Ahsa Airport,HOF,OEAH,25.28529930114746,49.485198974609375,588
2061,Al Baha Airport,ABT,OEBA,20.2961006165,41.6343002319,5486
2062,Bisha Airport,BHH,OEBH,19.984399795532227,42.62089920043945,3887
2064,King Fahd International Airport,DMM,OEDF,26.471200942993164,49.79790115356445,72
2066,Jizan Regional Airport,GIZ,OEGN,16.901100158691406,42.58580017089844,20
2067,Gassim Airport,ELQ,OEGS,26.30279922485352,43.77439880371094,2126
2068,Gurayat Domestic Airport,URY,OEGT,31.412413,37.278898,1672
2069,Ha'il Airport,HAS,OEHL,27.437901,41.686298,3331
2072,King Abdulaziz International Airport,JED,OEJN,21.6796,39.156502,48
2074,Prince Mohammad Bin Abdulaziz Airport,MED,OEMA,24.5534,39.705101,2151
2075,Nejran Airport,EAM,OENG,17.611400604248047,44.4192008972168,3982
2076,Al Qaisumah/Hafr Al Batin Airport,AQI,OEPA,28.335199,46.125099,1174
2081,Rafha Domestic Airport,RAH,OERF,29.626399993896484,43.4906005859375,1474
2082,King Khaled International Airport,RUH,OERK,24.957599639892575,46.69879913330078,2049
2084,Arar Domestic Airport,RAE,OERR,30.90660095214844,41.13819885253906,1813
2086,Sharurah Airport,SHW,OESH,17.466899871826172,47.12139892578125,2363
2089,Tabuk Airport,TUU,OETB,28.3654,36.6189,2551
2090,Ta’if Regional Airport,TIF,OETF,21.483001,40.543442,4848
2093,Turaif Domestic Airport,TUI,OETR,31.692188,38.731544,2803
2095,Al Wajh Domestic Airport,EJH,OEWJ,26.19860076904297,36.47639846801758,66
2096,Prince Abdulmohsin Bin Abdulaziz Airport,YNB,OEYN,24.144199,38.0634,26
2097,Abadan Airport,ABD,OIAA,30.371099472,48.2282981873,10
2098,Dezful Airport,DEF,OIAD,32.434399,48.397598,474
2100,Gachsaran Airport,GCH,OIAH,30.337600708,50.827999115,2414
2103,Mahshahr Airport,MRX,OIAM,30.55620002746582,49.15190124511719,8
2104,Ahwaz Airport,AWZ,OIAW,31.3374004364,48.7620010376,66
2106,Bushehr Airport,BUZ,OIBB,28.9447994232,50.8345985413,68
2109,Kish International Airport,KIH,OIBK,26.5261993408,53.9802017212,101
2110,Bandar Lengeh Airport,BDH,OIBL,26.531999588,54.824798584,67
2112,Sirri Island Airport,SXI,OIBS,25.908899307250977,54.539398193359375,43
2114,Shahid Ashrafi Esfahani Airport,KSH,OICC,34.3459014893,47.1581001282,4307
2117,Sanandaj Airport,SDG,OICS,35.24589920043945,47.00920104980469,4522
2121,Esfahan Shahid Beheshti International Airport,IFN,OIFM,32.75080108642578,51.86130142211914,5059
2123,Sardar-e-Jangal Airport,RAS,OIGG,37.323333,49.617778,-40
2131,Mehrabad International Airport,THR,OIII,35.68920135498047,51.31340026855469,3962
2134,Bandar Abbas International Airport,BND,OIKB,27.218299865722656,56.37779998779297,22
2136,Kerman Airport,KER,OIKK,30.2744007111,56.9510993958,5741
2142,Birjand Airport,XBJ,OIMB,32.898101806640625,59.2661018371582,4952
2151,Ramsar Airport,RZR,OINR,36.9099006652832,50.67959976196289,-70
2156,Lamerd Airport,LFM,OISR,27.3726997375,53.18880081179999,1337
2157,Shiraz Shahid Dastghaib International Airport,SYZ,OISS,29.53919982910156,52.58980178833008,4920
2158,Khoy Airport,KHY,OITK,38.4275016784668,44.97359848022461,3981
2162,Tabriz International Airport,TBZ,OITT,38.1338996887207,46.23500061035156,4459
2164,Shahid Sadooghi Airport,AZD,OIYY,31.9048995972,54.2765007019,4054
2165,Zabol Airport,ACZ,OIZB,31.09830093383789,61.54389953613281,1628
2166,Konarak Airport,ZBR,OIZC,25.4433002472,60.3820991516,43
2167,Zahedan International Airport,ZAH,OIZH,29.47570037841797,60.90620040893555,4564
2170,Queen Alia International Airport,AMM,OJAI,31.7226009369,35.9931983948,2395
2172,Aqaba King Hussein International Airport,AQJ,OJAQ,29.61160087585449,35.01810073852539,175
2176,Kuwait International Airport,KWI,OKBK,29.226600646972656,47.96889877319336,206
2177,Beirut Rafic Hariri International Airport,BEY,OLBA,33.820899963378906,35.488399505615234,87
2179,Abu Dhabi International Airport,AUH,OMAA,24.433000564575195,54.651100158691406,88
2180,Bateen Airport,AZI,OMAD,24.428300857543945,54.458099365234375,16
2188,Dubai International Airport,DXB,OMDB,25.2527999878,55.3643989563,62
2189,Fujairah International Airport,FJR,OMFJ,25.112199783325195,56.32400131225586,152
2191,Sharjah International Airport,SHJ,OMSJ,25.32859992980957,55.5172004699707,111
2192,Khasab Air Base,KHS,OOKB,26.17099952697754,56.2406005859375,100
2194,Muscat International Airport,MCT,OOMS,23.593299865722656,58.284400939941406,48
2195,Salalah Airport,SLL,OOSA,17.038700103759766,54.09130096435547,73
2202,Faisalabad International Airport,LYP,OPFA,31.364999771118164,72.99479675292969,591
2203,Gwadar International Airport,GWD,OPGD,25.233299255371094,62.329498291015625,36
2204,Gilgit Airport,GIL,OPGT,35.918800354003906,74.33360290527344,4796
2206,Jinnah International Airport,KHI,OPKC,24.9065,67.160797,100
2207,Alama Iqbal International Airport,LHE,OPLA,31.5216007232666,74.40360260009766,712
2212,Moenjodaro Airport,MJD,OPMJ,27.3351993560791,68.14309692382812,154
2214,Multan International Airport,MUX,OPMT,30.20319938659668,71.41909790039062,403
2217,Panjgur Airport,PJG,OPPG,26.954500198364254,64.13249969482422,3289
2219,Peshawar International Airport,PEW,OPPS,33.993900299072266,71.51460266113281,1158
2221,Quetta International Airport,UET,OPQT,30.251399993896484,66.93779754638672,5267
2222,Shaikh Zaid Airport,RYK,OPRK,28.383899688720703,70.27960205078125,271
2227,Sukkur Airport,SKZ,OPSK,27.722000122070312,68.79170227050781,196
2233,Zhob Airport,PZH,OPZB,31.358400344848636,69.4636001586914,4728
2234,Basrah International Airport,BSR,ORMM,30.54910087585449,47.66210174560547,11
2243,Rota International Airport,ROP,PGRO,14.17430019378662,145.2429962158203,607
2244,Saipan International Airport,SPN,PGSN,15.119,145.729004,215
2246,Antonio B. Won Pat International Airport,GUM,PGUM,13.4834003448,144.796005249,298
2249,Marshall Islands International Airport,MAJ,PKMJ,7.064760208129883,171.27200317382812,6
2251,Bucholz Army Air Field,KWA,PKWA,8.720120429992676,167.73199462890625,9
2252,Cassidy International Airport,CXI,PLCH,1.9861600399017332,-157.35000610351562,5
2254,Chuuk International Airport,TKK,PTKK,7.461870193481445,151.84300231933594,11
2255,Pohnpei International Airport,PNI,PTPN,6.985099792480469,158.20899963378906,10
2256,Babelthuap Airport,ROR,PTRO,7.36731,134.544236,176
2257,Kosrae International Airport,KSA,PTSA,5.35698,162.957993,11
2258,Yap International Airport,YAP,PTYA,9.49891,138.082993,91
2259,Kinmen Airport,KNH,RCBS,24.4279,118.359001,93
2262,Taitung Airport,TTT,RCFN,22.7549991607666,121.10199737548828,143
2264,Kaohsiung International Airport,KHH,RCKH,22.57710075378418,120.3499984741211,31
2268,Taichung Ching Chuang Kang Airport,RMQ,RCMQ,24.26469993591309,120.62100219726562,663
2270,Tainan Airport,TNN,RCNN,22.95039939880371,120.20600128173828,63
2272,Makung Airport,MZG,RCQC,23.568700790405277,119.62799835205078,103
2275,Taipei Songshan Airport,TSA,RCSS,25.06940078735352,121.552001953125,18
2276,Taiwan Taoyuan International Airport,TPE,RCTP,25.0777,121.233002,106
2278,Hualien Airport,HUN,RCYU,24.023099899291992,121.61799621582033,52
2279,Narita International Airport,NRT,RJAA,35.7647018433,140.386001587,141
2280,Matsumoto Airport,MMJ,RJAF,36.16680145263672,137.92300415039062,2182
2281,Hyakuri Airport,IBR,RJAH,36.181098938,140.414993286,105
2284,Nanki Shirahama Airport,SHM,RJBD,33.6622009277,135.363998413,298
2286,Tokachi-Obihiro Airport,OBO,RJCB,42.7332992554,143.216995239,505
2287,New Chitose Airport,CTS,RJCC,42.77519989013672,141.69200134277344,82
2288,Hakodate Airport,HKD,RJCH,41.7700004578,140.822006226,151
2290,Memanbetsu Airport,MMB,RJCM,43.8805999756,144.164001465,135
2291,Nakashibetsu Airport,SHB,RJCN,43.5774993896,144.960006714,234
2294,Wakkanai Airport,WKJ,RJCW,45.4042015076,141.800994873,30
2295,Iki Airport,IKI,RJDB,33.7490005493,129.785003662,41
2296,Yamaguchi Ube Airport,UBJ,RJDC,33.930000305200004,131.279006958,23
2297,Tsushima Airport,TSJ,RJDT,34.2849006653,129.330993652,213
2298,Monbetsu Airport,MBE,RJEB,44.3039016724,143.404006958,80
2299,Asahikawa Airport,AKJ,RJEC,43.67079925537109,142.44700622558594,721
2304,Fukue Airport,FUJ,RJFE,32.66630172729492,128.83299255371094,273
2305,Fukuoka Airport,FUK,RJFF,33.585899353027344,130.4510040283203,32
2307,Kagoshima Airport,KOJ,RJFK,31.80340003967285,130.718994140625,906
2308,Miyazaki Airport,KMI,RJFM,31.877199173,131.449005127,20
2310,Oita Airport,OIT,RJFO,33.479400634799994,131.736999512,19
2311,Kitakyūshū Airport,KKJ,RJFR,33.8459014893,131.035003662,21
2312,Kumamoto Airport,KMJ,RJFT,32.83729934692383,130.85499572753906,642
2313,Nagasaki Airport,NGS,RJFU,32.916900634799994,129.914001465,15
2316,Amami Airport,ASJ,RJKA,28.430599212646484,129.71299743652344,27
2322,Komatsu Airport,KMQ,RJNK,36.39459991455078,136.40699768066406,36
2324,Toyama Airport,TOY,RJNT,36.64830017089844,137.18800354003906,95
2326,Hiroshima Airport,HIJ,RJOA,34.4361000061,132.919006348,1088
